1	43814	781931	/discussions/amazon/view/43814-exam-aws-certified-machine-learning-specialty-topic-1/
2	11248	781932	/discussions/amazon/view/11248-exam-aws-certified-machine-learning-specialty-topic-1/
3	8303	781933	/discussions/amazon/view/8303-exam-aws-certified-machine-learning-specialty-topic-1/
4	12382	781934	/discussions/amazon/view/12382-exam-aws-certified-machine-learning-specialty-topic-1/
5	9818	781935	/discussions/amazon/view/9818-exam-aws-certified-machine-learning-specialty-topic-1/
6	11559	781936	/discussions/amazon/view/11559-exam-aws-certified-machine-learning-specialty-topic-1/
7	11560	781937	/discussions/amazon/view/11560-exam-aws-certified-machine-learning-specialty-topic-1/
8	11771	781938	/discussions/amazon/view/11771-exam-aws-certified-machine-learning-specialty-topic-1/
9	9656	781939	/discussions/amazon/view/9656-exam-aws-certified-machine-learning-specialty-topic-1/
10	11376	781940	/discussions/amazon/view/11376-exam-aws-certified-machine-learning-specialty-topic-1/
11	8304	781941	/discussions/amazon/view/8304-exam-aws-certified-machine-learning-specialty-topic-1/
12	10005	781942	/discussions/amazon/view/10005-exam-aws-certified-machine-learning-specialty-topic-1/
13	45385	781943	/discussions/amazon/view/45385-exam-aws-certified-machine-learning-specialty-topic-1/
14	43907	781944	/discussions/amazon/view/43907-exam-aws-certified-machine-learning-specialty-topic-1/
15	11279	781945	/discussions/amazon/view/11279-exam-aws-certified-machine-learning-specialty-topic-1/
16	12378	781946	/discussions/amazon/view/12378-exam-aws-certified-machine-learning-specialty-topic-1/
17	8306	781947	/discussions/amazon/view/8306-exam-aws-certified-machine-learning-specialty-topic-1/
18	9805	781948	/discussions/amazon/view/9805-exam-aws-certified-machine-learning-specialty-topic-1/
19	10011	781949	/discussions/amazon/view/10011-exam-aws-certified-machine-learning-specialty-topic-1/
20	9825	781950	/discussions/amazon/view/9825-exam-aws-certified-machine-learning-specialty-topic-1/
21	10012	781951	/discussions/amazon/view/10012-exam-aws-certified-machine-learning-specialty-topic-1/
22	9826	781952	/discussions/amazon/view/9826-exam-aws-certified-machine-learning-specialty-topic-1/
23	8307	781953	/discussions/amazon/view/8307-exam-aws-certified-machine-learning-specialty-topic-1/
24	8308	781954	/discussions/amazon/view/8308-exam-aws-certified-machine-learning-specialty-topic-1/
25	43910	781955	/discussions/amazon/view/43910-exam-aws-certified-machine-learning-specialty-topic-1/
26	10264	781956	/discussions/amazon/view/10264-exam-aws-certified-machine-learning-specialty-topic-1/
27	11820	781957	/discussions/amazon/view/11820-exam-aws-certified-machine-learning-specialty-topic-1/
28	10014	781958	/discussions/amazon/view/10014-exam-aws-certified-machine-learning-specialty-topic-1/
29	10037	781959	/discussions/amazon/view/10037-exam-aws-certified-machine-learning-specialty-topic-1/
30	8316	781960	/discussions/amazon/view/8316-exam-aws-certified-machine-learning-specialty-topic-1/
31	14807	781961	/discussions/amazon/view/14807-exam-aws-certified-machine-learning-specialty-topic-1/
32	46347	781962	/discussions/amazon/view/46347-exam-aws-certified-machine-learning-specialty-topic-1/
33	10409	781963	/discussions/amazon/view/10409-exam-aws-certified-machine-learning-specialty-topic-1/
34	10054	781964	/discussions/amazon/view/10054-exam-aws-certified-machine-learning-specialty-topic-1/
35	10056	781965	/discussions/amazon/view/10056-exam-aws-certified-machine-learning-specialty-topic-1/
36	10057	781966	/discussions/amazon/view/10057-exam-aws-certified-machine-learning-specialty-topic-1/
37	10058	781967	/discussions/amazon/view/10058-exam-aws-certified-machine-learning-specialty-topic-1/
38	8317	781968	/discussions/amazon/view/8317-exam-aws-certified-machine-learning-specialty-topic-1/
39	8318	781969	/discussions/amazon/view/8318-exam-aws-certified-machine-learning-specialty-topic-1/
40	8319	781970	/discussions/amazon/view/8319-exam-aws-certified-machine-learning-specialty-topic-1/
41	11851	781971	/discussions/amazon/view/11851-exam-aws-certified-machine-learning-specialty-topic-1/
42	8339	781972	/discussions/amazon/view/8339-exam-aws-certified-machine-learning-specialty-topic-1/
43	8343	781973	/discussions/amazon/view/8343-exam-aws-certified-machine-learning-specialty-topic-1/
44	8348	781974	/discussions/amazon/view/8348-exam-aws-certified-machine-learning-specialty-topic-1/
45	8351	781975	/discussions/amazon/view/8351-exam-aws-certified-machine-learning-specialty-topic-1/
46	10080	781976	/discussions/amazon/view/10080-exam-aws-certified-machine-learning-specialty-topic-1/
47	8370	781977	/discussions/amazon/view/8370-exam-aws-certified-machine-learning-specialty-topic-1/
48	10081	781978	/discussions/amazon/view/10081-exam-aws-certified-machine-learning-specialty-topic-1/
49	8374	781979	/discussions/amazon/view/8374-exam-aws-certified-machine-learning-specialty-topic-1/
50	8376	781980	/discussions/amazon/view/8376-exam-aws-certified-machine-learning-specialty-topic-1/
51	8379	781981	/discussions/amazon/view/8379-exam-aws-certified-machine-learning-specialty-topic-1/
52	8382	781982	/discussions/amazon/view/8382-exam-aws-certified-machine-learning-specialty-topic-1/
53	10082	781983	/discussions/amazon/view/10082-exam-aws-certified-machine-learning-specialty-topic-1/
54	8384	781984	/discussions/amazon/view/8384-exam-aws-certified-machine-learning-specialty-topic-1/
55	10083	781985	/discussions/amazon/view/10083-exam-aws-certified-machine-learning-specialty-topic-1/
56	10084	781986	/discussions/amazon/view/10084-exam-aws-certified-machine-learning-specialty-topic-1/
57	8386	781987	/discussions/amazon/view/8386-exam-aws-certified-machine-learning-specialty-topic-1/
58	10085	781988	/discussions/amazon/view/10085-exam-aws-certified-machine-learning-specialty-topic-1/
59	74274	781989	/discussions/amazon/view/74274-exam-aws-certified-machine-learning-specialty-topic-1/
60	8392	781990	/discussions/amazon/view/8392-exam-aws-certified-machine-learning-specialty-topic-1/
61	8394	781991	/discussions/amazon/view/8394-exam-aws-certified-machine-learning-specialty-topic-1/
62	11384	781992	/discussions/amazon/view/11384-exam-aws-certified-machine-learning-specialty-topic-1/
63	10089	781993	/discussions/amazon/view/10089-exam-aws-certified-machine-learning-specialty-topic-1/
64	8395	781994	/discussions/amazon/view/8395-exam-aws-certified-machine-learning-specialty-topic-1/
65	10090	781995	/discussions/amazon/view/10090-exam-aws-certified-machine-learning-specialty-topic-1/
66	19369	781996	/discussions/amazon/view/19369-exam-aws-certified-machine-learning-specialty-topic-1/
67	26038	781997	/discussions/amazon/view/26038-exam-aws-certified-machine-learning-specialty-topic-1/
68	17281	781998	/discussions/amazon/view/17281-exam-aws-certified-machine-learning-specialty-topic-1/
69	17280	781999	/discussions/amazon/view/17280-exam-aws-certified-machine-learning-specialty-topic-1/
70	43708	782000	/discussions/amazon/view/43708-exam-aws-certified-machine-learning-specialty-topic-1/
71	43716	782001	/discussions/amazon/view/43716-exam-aws-certified-machine-learning-specialty-topic-1/
72	74983	782002	/discussions/amazon/view/74983-exam-aws-certified-machine-learning-specialty-topic-1/
73	43717	782003	/discussions/amazon/view/43717-exam-aws-certified-machine-learning-specialty-topic-1/
74	43916	782004	/discussions/amazon/view/43916-exam-aws-certified-machine-learning-specialty-topic-1/
75	43915	782005	/discussions/amazon/view/43915-exam-aws-certified-machine-learning-specialty-topic-1/
76	43874	782006	/discussions/amazon/view/43874-exam-aws-certified-machine-learning-specialty-topic-1/
77	43721	782007	/discussions/amazon/view/43721-exam-aws-certified-machine-learning-specialty-topic-1/
78	43938	782008	/discussions/amazon/view/43938-exam-aws-certified-machine-learning-specialty-topic-1/
79	43940	782009	/discussions/amazon/view/43940-exam-aws-certified-machine-learning-specialty-topic-1/
80	43919	782010	/discussions/amazon/view/43919-exam-aws-certified-machine-learning-specialty-topic-1/
81	43921	782011	/discussions/amazon/view/43921-exam-aws-certified-machine-learning-specialty-topic-1/
82	43922	782012	/discussions/amazon/view/43922-exam-aws-certified-machine-learning-specialty-topic-1/
83	43923	782013	/discussions/amazon/view/43923-exam-aws-certified-machine-learning-specialty-topic-1/
84	43942	782014	/discussions/amazon/view/43942-exam-aws-certified-machine-learning-specialty-topic-1/
85	44056	782015	/discussions/amazon/view/44056-exam-aws-certified-machine-learning-specialty-topic-1/
86	43943	782016	/discussions/amazon/view/43943-exam-aws-certified-machine-learning-specialty-topic-1/
87	43728	782017	/discussions/amazon/view/43728-exam-aws-certified-machine-learning-specialty-topic-1/
88	73881	782018	/discussions/amazon/view/73881-exam-aws-certified-machine-learning-specialty-topic-1/
89	43864	782019	/discussions/amazon/view/43864-exam-aws-certified-machine-learning-specialty-topic-1/
90	43866	782020	/discussions/amazon/view/43866-exam-aws-certified-machine-learning-specialty-topic-1/
91	43867	782021	/discussions/amazon/view/43867-exam-aws-certified-machine-learning-specialty-topic-1/
92	43930	782022	/discussions/amazon/view/43930-exam-aws-certified-machine-learning-specialty-topic-1/
93	43870	782023	/discussions/amazon/view/43870-exam-aws-certified-machine-learning-specialty-topic-1/
94	43931	782024	/discussions/amazon/view/43931-exam-aws-certified-machine-learning-specialty-topic-1/
95	43932	782025	/discussions/amazon/view/43932-exam-aws-certified-machine-learning-specialty-topic-1/
96	43948	782026	/discussions/amazon/view/43948-exam-aws-certified-machine-learning-specialty-topic-1/
97	43962	782027	/discussions/amazon/view/43962-exam-aws-certified-machine-learning-specialty-topic-1/
98	73977	782028	/discussions/amazon/view/73977-exam-aws-certified-machine-learning-specialty-topic-1/
99	73978	782029	/discussions/amazon/view/73978-exam-aws-certified-machine-learning-specialty-topic-1/
100	45178	782030	/discussions/amazon/view/45178-exam-aws-certified-machine-learning-specialty-topic-1/
101	44886	782031	/discussions/amazon/view/44886-exam-aws-certified-machine-learning-specialty-topic-1/
102	44105	782032	/discussions/amazon/view/44105-exam-aws-certified-machine-learning-specialty-topic-1/
103	44106	782033	/discussions/amazon/view/44106-exam-aws-certified-machine-learning-specialty-topic-1/
104	43964	782034	/discussions/amazon/view/43964-exam-aws-certified-machine-learning-specialty-topic-1/
105	43965	782035	/discussions/amazon/view/43965-exam-aws-certified-machine-learning-specialty-topic-1/
106	44249	782036	/discussions/amazon/view/44249-exam-aws-certified-machine-learning-specialty-topic-1/
107	44289	782037	/discussions/amazon/view/44289-exam-aws-certified-machine-learning-specialty-topic-1/
108	44530	782038	/discussions/amazon/view/44530-exam-aws-certified-machine-learning-specialty-topic-1/
109	44290	782039	/discussions/amazon/view/44290-exam-aws-certified-machine-learning-specialty-topic-1/
110	44917	782040	/discussions/amazon/view/44917-exam-aws-certified-machine-learning-specialty-topic-1/
111	44063	782041	/discussions/amazon/view/44063-exam-aws-certified-machine-learning-specialty-topic-1/
112	44064	782042	/discussions/amazon/view/44064-exam-aws-certified-machine-learning-specialty-topic-1/
113	44065	782043	/discussions/amazon/view/44065-exam-aws-certified-machine-learning-specialty-topic-1/
114	45463	782044	/discussions/amazon/view/45463-exam-aws-certified-machine-learning-specialty-topic-1/
115	45464	782045	/discussions/amazon/view/45464-exam-aws-certified-machine-learning-specialty-topic-1/
116	44301	782046	/discussions/amazon/view/44301-exam-aws-certified-machine-learning-specialty-topic-1/
117	44073	782047	/discussions/amazon/view/44073-exam-aws-certified-machine-learning-specialty-topic-1/
118	45611	782048	/discussions/amazon/view/45611-exam-aws-certified-machine-learning-specialty-topic-1/
119	44077	782049	/discussions/amazon/view/44077-exam-aws-certified-machine-learning-specialty-topic-1/
120	44078	782050	/discussions/amazon/view/44078-exam-aws-certified-machine-learning-specialty-topic-1/
121	44080	782051	/discussions/amazon/view/44080-exam-aws-certified-machine-learning-specialty-topic-1/
122	44079	782052	/discussions/amazon/view/44079-exam-aws-certified-machine-learning-specialty-topic-1/
123	75336	782053	/discussions/amazon/view/75336-exam-aws-certified-machine-learning-specialty-topic-1/
124	44186	782054	/discussions/amazon/view/44186-exam-aws-certified-machine-learning-specialty-topic-1/
125	44081	782055	/discussions/amazon/view/44081-exam-aws-certified-machine-learning-specialty-topic-1/
126	46341	782056	/discussions/amazon/view/46341-exam-aws-certified-machine-learning-specialty-topic-1/
127	44091	782057	/discussions/amazon/view/44091-exam-aws-certified-machine-learning-specialty-topic-1/
128	44092	782058	/discussions/amazon/view/44092-exam-aws-certified-machine-learning-specialty-topic-1/
129	45615	782059	/discussions/amazon/view/45615-exam-aws-certified-machine-learning-specialty-topic-1/
130	44093	782060	/discussions/amazon/view/44093-exam-aws-certified-machine-learning-specialty-topic-1/
131	44155	782061	/discussions/amazon/view/44155-exam-aws-certified-machine-learning-specialty-topic-1/
132	74067	782062	/discussions/amazon/view/74067-exam-aws-certified-machine-learning-specialty-topic-1/
133	76354	782063	/discussions/amazon/view/76354-exam-aws-certified-machine-learning-specialty-topic-1/
134	74974	782064	/discussions/amazon/view/74974-exam-aws-certified-machine-learning-specialty-topic-1/
135	74279	782065	/discussions/amazon/view/74279-exam-aws-certified-machine-learning-specialty-topic-1/
136	74070	782066	/discussions/amazon/view/74070-exam-aws-certified-machine-learning-specialty-topic-1/
137	74926	782067	/discussions/amazon/view/74926-exam-aws-certified-machine-learning-specialty-topic-1/
138	74280	782068	/discussions/amazon/view/74280-exam-aws-certified-machine-learning-specialty-topic-1/
139	74921	782069	/discussions/amazon/view/74921-exam-aws-certified-machine-learning-specialty-topic-1/
140	74071	782070	/discussions/amazon/view/74071-exam-aws-certified-machine-learning-specialty-topic-1/
141	74993	782071	/discussions/amazon/view/74993-exam-aws-certified-machine-learning-specialty-topic-1/
142	74388	782072	/discussions/amazon/view/74388-exam-aws-certified-machine-learning-specialty-topic-1/
143	76355	782073	/discussions/amazon/view/76355-exam-aws-certified-machine-learning-specialty-topic-1/
144	74392	782074	/discussions/amazon/view/74392-exam-aws-certified-machine-learning-specialty-topic-1/
145	74394	782075	/discussions/amazon/view/74394-exam-aws-certified-machine-learning-specialty-topic-1/
146	74078	782076	/discussions/amazon/view/74078-exam-aws-certified-machine-learning-specialty-topic-1/
147	74395	782077	/discussions/amazon/view/74395-exam-aws-certified-machine-learning-specialty-topic-1/
